timestamp,run_id,scenario,step,target,status,duration_sec,message
2026-07-22T16:52:51+09:00,20260722-165227,provision-dr,terraform_init_04-eks-workloads,04-eks-workloads,SUCCESS,2,"completed"
2026-07-22T16:52:57+09:00,20260722-165227,provision-dr,terraform_apply_04-eks-workloads,04-eks-workloads,SUCCESS,6,"completed"
2026-07-22T16:53:00+09:00,20260722-165227,provision-dr,terraform_init_05-eks-autoscaling,05-eks-autoscaling,SUCCESS,3,"completed"
2026-07-22T16:53:27+09:00,20260722-165227,provision-dr,terraform_apply_05-eks-autoscaling,05-eks-autoscaling,SUCCESS,27,"completed"
2026-07-22T16:53:27+09:00,20260722-165227,provision-dr,wait_argocd_cluster_secret,onprem-argocd,SUCCESS,0,"completed"
2026-07-22T16:53:28+09:00,20260722-165227,provision-dr,apply_applicationsets,onprem-argocd,SUCCESS,1,"completed"
2026-07-22T16:53:28+09:00,20260722-165227,provision-dr,wait_eks_b_gitops_applications,eks-b,SUCCESS,0,"completed"
2026-07-22T16:53:35+09:00,20260722-165227,provision-dr,activate_eks_b_applications,eks-b,SUCCESS,7,"completed"
2026-07-22T16:53:35+09:00,20260722-165227,provision-dr,wait_eks_b_app_pods,eks-b,FAILED,0,"exit_code=1"
2026-07-22T16:53:35+09:00,20260722-165227,provision-dr,total,provision-dr,FAILED,68,"EKS-B 애플리케이션 Pod Ready 실패"
2026-07-22T16:56:09+09:00,20260722-165609,switch-to-onprem,check_context,eks-a,SUCCESS,0,"completed"
2026-07-22T16:56:09+09:00,20260722-165609,provision-dr,check_onprem_context,kubernetes-admin@kubernetes,SUCCESS,0,"completed"
2026-07-22T16:56:09+09:00,20260722-165609,switch-to-onprem,check_context,kubernetes-admin@kubernetes,SUCCESS,0,"completed"
2026-07-22T16:56:09+09:00,20260722-165609,provision-dr,check_onprem_cluster,kubernetes-admin@kubernetes,SUCCESS,0,"completed"
2026-07-22T16:56:09+09:00,20260722-165609,switch-to-onprem,check_onprem_cluster,kubernetes-admin@kubernetes,SUCCESS,0,"completed"
2026-07-22T16:56:14+09:00,20260722-165609,provision-dr,terraform_init_02-eks,02-eks,SUCCESS,5,"completed"
2026-07-22T16:56:15+09:00,20260722-165609,switch-to-onprem,internal_health_before_switch,onprem,SUCCESS,4,"completed"
2026-07-22T16:56:15+09:00,20260722-165609,switch-to-onprem,activate_cloudflared,onprem,SUCCESS,0,"completed"
2026-07-22T16:56:18+09:00,20260722-165609,switch-to-onprem,deactivate_cloudflared,eks-a,SUCCESS,2,"completed"
2026-07-22T16:56:19+09:00,20260722-165609,switch-to-onprem,external_health_after_switch,onprem,SUCCESS,1,"completed"
2026-07-22T16:56:19+09:00,20260722-165609,switch-to-onprem,total,switch-to-onprem,SUCCESS,10,"온프레미스 긴급 우회 완료"
2026-07-22T16:56:22+09:00,20260722-165609,provision-dr,terraform_apply_02-eks,02-eks,SUCCESS,8,"completed"
